type,name,steam_appid,required_age,platforms,categories,genres,release_date,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews,achievements,discount,price,developer,publisher
game,Mystic Melee,454770,0,windows,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Remote Play Together,Action;Adventure;Indie;Early Access,2017-09-19,16,7,Positive,13,3,16,13,0,14.99,Ben Hopkins,Serenity Forge
game,Atriage,454780,0,windows;mac;linux,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Indie;Strategy,2016-04-07,2,0,2 user reviews,2,0,2,24,0,9.99,Batu Games LLC,Batu Games LLC
game,Magic Quest,454870,0,windows,Single-player;Steam Trading Cards,Action;Casual;Indie;Strategy,2016-05-06,7,0,7 user reviews,5,2,7,0,0,1.99,Stereo7 Games,Stereo7 Games
game,Project Starship,454890,0,windows,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Remote Play Together,Action;Casual;Indie,2016-04-05,20,6,Mostly Positive,94,24,118,17,0,2.39,Panda Indie Studio,Panda Indie Studio
game,Amaranthine,454900,0,windows;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,2016-04-06,1,7,Positive,34,4,38,16,0,2.49,Roman Kozhukhov,Roman Kozhukhov
game,Mainlining,454950,0,windows,Single-player;Steam Trading Cards,Adventure;Indie;Simulation,2017-01-26,1,6,Mostly Positive,147,37,184,0,0,10.79,Rebelephant,Merge Games
game,Gravity Den,454970,0,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,2016-04-15,4,0,4 user reviews,3,1,4,32,0,4.99,DiPi Games,DiPi Games
game,The Lost,455000,10,windows,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;RPG,2016-08-17,1,0,1 user reviews,0,1,1,29,0,-1.0,Duang,juezhu
game,Awakening: The Redleaf Forest Collector's Edition,455080,0,windows,Single-player;Steam Trading Cards,Adventure;Casual,2016-03-28,9,0,9 user reviews,8,1,9,0,0,9.99,Boomzap Entertainment,Big Fish Games
game,Gerty,455100,0,windows;mac;linux,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play Together,Action;Indie;RPG,2019-12-19,18,7,Positive,16,2,18,27,0,13.49,Spawn Point OSK,Spawn Point OSK
game,Pertinence,455110,0,windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,2016-03-25,11,5,Mixed,6,5,11,14,0,3.99,Not Magic,Not Magic
game,XorceD - Sashiro's Laedrum,454170,0,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual,2016-04-14,5,0,5 user reviews,5,0,5,3,0,12.99,Xorcerox,Xorcerox
game,CrazyCars3D,454180,0,windows;mac;linux,Single-player;Multi-player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie;Racing;Simulation,2016-06-14,20,5,Mixed,44,21,65,9,0,2.99,AneaGames,AneaGames
game,Cubicolor,454190,0,windows;mac;linux,Single-player;Steam Achievements,Casual;Indie,2016-03-18,20,8,Very Positive,61,6,67,3,0,1.99,Moltenplay,Moltenplay
game,Neon Hardcorps,454200,0,windows,Single-player;Steam Trading Cards,Action;Indie,2016-05-30,20,4,Mostly Negative,8,15,23,0,0,0.79,Sergey Dovganovskiy,Back To Basics Gaming
game,The Temporal Invasion,454220,0,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Simulation,2016-07-04,20,6,Mostly Positive,43,18,61,12,0,6.99,Hybriona Labs,Hybriona Labs
game,SLG Remix,454230,0,windows,Single-player;Steam Trading Cards,Violent;Gore;Adventure;Casual;Indie,2016-06-01,13,4,Mostly Negative,4,9,13,0,0,1.99,1812 Productions (PC Port),1812 Productions
game,A Tofu Tail,454240,0,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,2019-12-12,3,0,3 user reviews,3,0,3,50,0,12.49,alchemedium,alchemedium
game,The Eyes of Ara,454250,0,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,2016-07-19,1,8,Very Positive,232,45,277,28,0,12.49,100 Stones Interactive,100 Stones Interactive
game,The HinterLands,454260,0,windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer,Action;Adventure;Indie;RPG;Early Access,2016-05-27,4,0,4 user reviews,2,2,4,0,0,2.99,Ackmi,Ackmi
game,[the Sequence],454320,0,windows,Single-player;Steam Trading Cards,Indie,2016-03-30,1,8,Very Positive,77,9,86,0,0,3.99,[OneManBand],[OneManBand]
game,A Room Beyond,454330,0,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,2017-06-13,8,0,8 user reviews,6,2,8,44,0,7.99,René Bühling,René Bühling
game,Days of War: Definitive Edition,454350,0,windows,Multi-player;PvP;Online PvP;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor,Action;Indie,2020-02-04,1,5,Mixed,337,380,717,117,0,20.99,Driven Arts,Driven Arts
game,Battlecursed,454370,0,windows,Single-player;Full controller support,Action;Adventure;Indie;RPG;Early Access,2018-02-07,6,0,6 user reviews,3,3,6,0,0,-1.0,Codex Worlds,Codex Worlds
game,Rally Copters,454390,0,windows,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Remote Play on TV;Remote Play Together,Indie;Racing;Sports,2016-08-10,3,0,3 user reviews,3,0,3,12,0,6.99,Depth First Games,Depth First Games
game,GIGA WRECKER,454410,0,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Action;Adventure,2017-02-06,20,6,Mostly Positive,99,25,124,28,0,19.99,GAME FREAK inc.,Rising Star Games
game,Mini Metal,454420,0,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Action;Casual;Indie,2016-04-22,1,0,1 user reviews,1,0,1,28,0,9.99,Luandun Games Pte. Ltd.,Luandun Games Pte. Ltd.
game,Crystal Chip Collector,454430,0,windows,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,2016-03-21,1,0,1 user reviews,0,1,1,0,0,4.99,Nekomura Games,Nekomura Games
game,Break Through: Artificial Maze,454480,0,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,2016-07-12,1,0,1 user reviews,0,1,1,12,0,0.99,SUN MONKEY Games,SUN MONKEY Games
game,MilitAnt,454520,0,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie,2016-07-12,5,0,5 user reviews,2,3,5,13,0,9.99,Xibalba Studios,Xibalba Studios
game,Decisive Campaigns: Barbarossa,454530,0,windows,Single-player;Multi-player;Steam Cloud,Strategy,2016-04-29,2,8,Very Positive,78,9,87,0,0,45.99,VR Designs,Slitherine Ltd.
game,LuckCatchers,454540,0,windows,Multi-player;MMO;In-App Purchases,Free to Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy,2016-11-15,5,0,5 user reviews,0,5,5,80,0,0.0,DiP Online,DiP Online
game,Ultimate Fight Manager 2016,454560,0,windows;mac;linux,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Cloud,Sports;Strategy;Early Access,2016-04-28,18,4,Mostly Negative,7,11,18,0,0,-1.0,Snowfall;Night Node Software,Night Node Software
game,I Am Caligula,454570,0,windows,Single-player;Steam Trading Cards,Indie;RPG;Simulation;Strategy,2016-03-25,20,5,Mixed,14,9,23,0,0,0.99,Seraphim Creations,Seraphim Creations
game,Spider Wars,454580,0,windows,Single-player;Multi-player;PvP;Online PvP;Steam Trading Cards,Action;Adventure;Casual;Indie;Simulation;Strategy;Early Access,2016-11-18,15,5,Mixed,10,5,15,0,0,8.19,CarVin Interactive,CarVin Interactive
game,Age of Cavemen,454600,0,windows,Multi-player;MMO;PvP;Online PvP;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support,Free to Play;Massively Multiplayer;Strategy,2016-05-24,4,0,4 user reviews,1,3,4,45,0,0.0,Fuero Games,Fuero Games
game,Demon's Crystals,454610,0,windows;mac;linux,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Remote Play on TV;Remote Play Together,Action;Indie,2016-04-21,1,5,Mixed,14,9,23,28,0,4.99,Byte4Games,BadLand Publishing
game,Button Frenzy,454630,0,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Casual;Indie,2016-07-08,7,0,7 user reviews,6,1,7,21,0,0.79,zerofiftyone,zerofiftyone
game,DRAGON BALL XENOVERSE 2,454650,0,windows,Single-player;Multi-player;MMO;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Massively Multiplayer,2016-10-27,17,8,Very Positive,8133,1406,9539,61,0,49.99,QLOC;DIMPS,BANDAI NAMCO Entertainment
game,Rogue Contracts: Syndicate,453660,0,windows,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie,2016-08-26,9,0,9 user reviews,6,3,9,10,0,0.99,Go Dark Studios,Go Dark Studios
game,The Lost Souls,453670,0,windows,Single-player;Steam Trading Cards,Indie,2016-04-11,2,3,Negative,5,28,33,0,0,0.79,GDNomad,Infernal Dream
game,Dark Quest 2,453690,0,windows;mac,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Includes level editor,Indie;RPG;Strategy,2018-03-06,2,6,Mostly Positive,198,51,249,14,0,7.99,Brain Seal Ltd,Brain Seal Ltd
game,prog.1,453700,0,windows;mac,Single-player;Full controller support;Steam Trading Cards,Indie,2016-06-23,8,0,8 user reviews,6,2,8,5,0,4.99,Vector Arcade,Groupees Interactive
game,TableTop Soccer,453710,0,windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards;Steam Turn Notifications,Casual;Indie;Simulation;Sports;Strategy,2016-04-22,20,7,Positive,39,9,48,20,0,0.99,Dancing Developers,Dancing Developers
game,Last Will,453720,0,windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,2016-08-29,1,6,Mostly Positive,69,27,96,50,0,8.99,LizardFactory,LizardFactory
game,Borstal,453730,0,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Adventure;Indie;RPG,2016-03-22,10,4,Mostly Negative,3,7,10,6,0,2.99,The Secret Pie,The Secret Pie
game,Spaceman Sparkles 3,453740,0,windows;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,2016-03-21,12,7,Positive,10,2,12,20,0,4.99,tjern,tjern
game,Tyto Ecology,453750,0,windows;mac,Single-player;Steam Achievements,Casual;Indie;Simulation;Strategy,2016-04-14,3,6,Mostly Positive,252,76,328,38,0,5.69,Immersed Games,Immersed Games
game,Forgotten Tales: Day of the Dead,453770,0,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,2016-05-27,1,5,Mixed,8,4,12,58,0,6.99,Green Sauce Games,Green Sauce Games
game,Secrets of Magic: The Book of Spells,453780,0,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,2016-10-20,13,7,Positive,13,0,13,36,0,6.99,Green Sauce Games,Green Sauce Games
game,Candice DeBébé's Incredibly Trick Lifestyle,453790,0,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,2016-03-22,1,8,Very Positive,95,7,102,32,0,3.99,Havishamone Games,Havishamone Games
game,Blasting Agent: Ultimate Edition,453810,0,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,2016-08-17,16,5,Mixed,9,7,16,24,0,2.99,"Axol Studio, LLC","Axol Studio, LLC"
game,Hero Quest: Tower Conflict,453820,0,windows;mac;linux,Single-player;Steam Trading Cards,Action;Casual;Indie;Strategy,2016-04-13,1,3,Negative,7,40,47,0,0,0.79,Mihai Morosanu,New Reality Games
game,Innoquous 5,453830,0,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Stats;Includes level editor,Action;Casual;Indie,2016-05-13,6,0,6 user reviews,6,0,6,40,0,0.79,Chequered Ink Ltd.,Chequered Ink Ltd.
game,Dear RED - Extended,453850,0,windows,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG,2016-04-12,2,5,Mixed,24,27,51,11,0,2.39,Lee Sang,Sometimes You
game,Quantum Chess,453870,0,windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Remote Play Together,Indie;Strategy;Early Access,2016-12-12,1,5,Mixed,19,10,29,0,0,9.99,Quantum Realm Games;ArcanForge,Quantum Realm Games
game,Ninja Outbreak,453880,0,windows;mac,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,2016-03-30,3,0,3 user reviews,2,1,3,6,80,9.99,Renegade Sector Games,Renegade Sector Games
game,Black Rose,453890,0,windows,Single-player;Partial Controller Support,Adventure;Free to Play;Indie,2016-03-15,12,7,Positive,10,2,12,0,0,0.0,Sir Bedlam Productions,Sir Bedlam Productions
game,Love is Dead,453910,0,windows;mac,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Remote Play Together,Casual;Indie,2018-05-31,1,7,Positive,17,4,21,36,0,11.99,Curiobot,Armor Games Studios
game,To Ash,453950,0,windows;mac,Single-player;Full controller support;Steam Trading Cards,Indie;RPG,2016-03-29,12,7,Positive,10,2,12,0,0,1.5,16 Bit Psych;Kyle B,Self-Publish
game,Envy the Dead,453960,0,windows,Single-player;Steam Achievements;Steam Trading Cards,RPG;Simulation;Strategy,2016-09-12,20,5,Mixed,34,22,56,21,0,0.99,Kazakov Oleg,Kazakov Oleg
game,Airstrike HD,453980,0,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie,2016-03-23,6,0,6 user reviews,1,5,6,12,0,1.59,Fifth Dimension Company,Fifth Dimension Company
game,Mibibli's Quest,453990,0,windows;mac,Single-player,Action;Indie,2016-08-04,20,7,Positive,41,2,43,0,0,4.99,Resni,Resni
game,Link,454030,0,windows,Single-player;Steam Trading Cards,Indie;RPG;Strategy,2016-04-22,20,5,Mixed,17,10,27,0,0,4.99,Brainwashing Games,Brainwashing Games
game,Blueprint Tycoon,454060,0,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Casual;Indie;Simulation,2016-05-13,1,8,Very Positive,528,131,659,45,0,2.99,Endless Loop Studios,Endless Loop Studios
game,Boundel: The Second Era,454070,0,windows,Single-player;Multi-player;MMO;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Massively Multiplayer;RPG,2016-11-14,1,5,Mixed,82,61,143,21,0,0.0,Eren Aydin,Eren Aydin
game,Burst,454080,0,windows,Single-player;Steam Trading Cards;Partial Controller Support,Casual;Indie,2016-03-14,11,5,Mixed,5,6,11,0,0,-1.0,David Mulder,David Mulder
game,Dungeon Escape,454100,0,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,2016-05-27,1,5,Mixed,89,39,128,51,0,3.99,Roenko Games,Roenko Games
game,Nil-Ninjahtic: Ronin,454130,0,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,2016-03-16,13,5,Mixed,9,4,13,15,0,1.99,Blaze Epic,Blaze Epic
game,First Person Tennis - The Real Tennis Simulator VR,454140,0,windows,Single-player;Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;Full controller support,Simulation;Sports,2019-04-11,1,8,Very Positive,148,17,165,0,0,22.99,Mikori Games,Mikori Games
game,Dark Fear,454160,0,windows,Single-player;Steam Achievements,Adventure;Indie;RPG,2016-06-22,20,8,Very Positive,75,3,78,32,0,3.99,Arif Games,Arif Games
game,BrambleLash,453220,0,windows;mac,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play Together,Action;Casual;Indie,2017-09-13,7,0,7 user reviews,5,2,7,19,0,8.19,Bytesprite,Bytesprite
game,Madness Cubed,453270,0,windows,Single-player;Multi-player;MMO;Co-op;Steam Trading Cards;In-App Purchases;Includes level editor,Action;Adventure;Indie;Massively Multiplayer;Simulation,2016-05-12,1,5,Mixed,43,25,68,0,0,1.59,epic dreams;diman production;nobodyshot,diman production
game,Awareness Rooms,453290,0,windows;mac,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,2016-06-16,1,8,Very Positive,152,37,189,5,0,4.99,GAME NA KIBUN,PLAYISM
game,A Healer Only Lives Twice,453300,0,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,2016-06-02,1,6,Mostly Positive,59,18,77,13,0,4.99,Pon Pon Games,PLAYISM
game,Blackwood Crossing,453310,0,windows,Single-player;Steam Achievements;Full controller support;Stats;Remote Play on TV,Adventure;Indie,2017-04-04,1,6,Mostly Positive,133,35,168,22,0,15.99,PaperSeven LTD,Vision Games Publishing LTD
game,Vairon's Wrath,453320,0,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;RPG,2016-05-27,1,0,1 user reviews,1,0,1,71,0,12.99,Myoubouh Corp,Myoubouh Corp
game,Hustle Cat,453340,0,windows;mac,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,2016-03-16,5,9,Overwhelmingly Positive,717,34,751,12,0,16.79,Date Nighto,Date Nighto
game,Vaccine War,453350,0,windows;mac;linux,Single-player;Full controller support;Commentary available,Action;Adventure;Indie,2016-03-20,8,0,8 user reviews,2,6,8,0,0,7.99,Games For Tutti,Games For Tutti
game,Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,453390,0,windows,Single-player;Steam Trading Cards,Adventure;Casual,2016-03-21,20,7,Positive,24,3,27,0,0,9.99,Blue Tea Games;Eipix Entertainment,Big Fish Games
game,Frio - Lost in old town,453500,0,windows,Single-player,Adventure;Indie,2018-02-05,17,7,Positive,15,2,17,9,0,2.39,erocona,erocona
game,One Man Is Not No Man,453510,0,windows,Single-player,Action;Indie,2016-03-18,5,0,5 user reviews,5,0,5,0,0,0.0,TEN TIULENYA team,TEN TIULENYA team
game,Marble Void,453650,0,windows;linux,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards;Includes level editor;Remote Play on TV,Action;Adventure;Casual;Indie,2016-04-12,16,7,Positive,14,2,16,27,0,4.99,Leveled Games,Leveled Games
game,Realities,452710,0,windows,Single-player;Full controller support;VR Support;Commentary available,Adventure;Free to Play;Simulation,2016-04-05,1,0,1 user reviews,1,0,1,0,0,0.0,realities.io,realities.io
game,Mad Bullets,452860,0,windows,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,2016-06-10,2,8,Very Positive,100,8,108,31,0,2.39,isTom Games Kft.,isTom Games Kft.
game,Laser Disco Defenders,452920,0,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,2016-10-06,2,0,2 user reviews,2,0,2,12,0,8.99,Out Of Bounds,Excalibur Games
game,Insane,452930,0,windows;mac,Single-player;Steam Achievements,Casual;Indie;Strategy,2016-03-31,2,0,2 user reviews,1,1,2,5,0,7.99,VIS-Games,United Independent Entertainment GmbH
game,Asemblance,452970,0,windows,Single-player;Steam Achievements;Full controller support;Remote Play on TV,Adventure;Indie,2016-06-21,20,5,Mixed,49,29,78,8,0,6.99,Nilo Studios,Nilo Studios
game,The Fifth Expedition,453030,0,windows;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy;Early Access,2016-04-07,5,0,5 user reviews,3,2,5,7,0,9.0,Snapjaw Games GmbH,Snapjaw Games GmbH
game,Frederic: Resurrection of Music Director's Cut,453100,0,windows;mac;linux,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,2016-04-21,20,8,Very Positive,62,11,73,25,0,5.99,Forever Entertainment S. A.,Forever Entertainment S. A.
game,Powargrid,453130,0,windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Remote Play Together,Indie;Strategy,2016-10-05,10,6,Mostly Positive,7,3,10,40,0,8.19,Wee Free Studio,Wee Free Studio
game,Party Saboteurs: After Party,452320,0,windows;mac;linux,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Full controller support;Steam Trading Cards;Remote Play on Tablet;Remote Play on TV;Remote Play Together,Indie;Strategy,2016-10-20,12,6,Mostly Positive,9,3,12,0,0,9.99,The Glitch Factory;Seize Studios,The Glitch Factory
game,Ian's Eyes,452340,0,windows,Single-player;Steam Trading Cards,Adventure;Indie,2016-09-01,20,5,Mixed,8,12,20,0,0,0.0,Sindie Games,SOEDESCO Publishing
game,Damsel,452410,0,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Remote Play on TV,Action;Indie,2018-10-19,1,6,Mostly Positive,19,5,24,20,0,6.69,Screwtape Studios,Screwtape Studios
game,Koihime Enbu 恋姫†演武,452420,0,windows,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Remote Play Together,Action,2016-05-19,1,8,Very Positive,74,18,92,47,0,3.99,"UNKNOWN GAMES;M2 Co.,LTD",Degica
game,Rising Islands,452450,0,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,2016-08-02,20,5,Mixed,11,14,25,15,0,9.99,Lone Hero Studios,Lone Hero Studios
game,The Cubicle.,452490,0,windows,Single-player;VR Support,Action;Adventure;Casual;Free to Play;Indie;Simulation,2016-04-05,9,0,9 user reviews,6,3,9,0,0,0.0,Roel van Beek;Jurgen Hoogeboom;Joppe de Graaf;Jesper van den Ende,Pelican Party Studios
game,UNDER NIGHT IN-BIRTH Exe:Late,452510,0,windows,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Remote Play Together,Action,2016-07-12,1,8,Very Positive,362,26,388,53,0,27.99,FRENCH-BREAD,Arc System Works
game,Battle Chef Brigade Deluxe,452570,0,windows;mac,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards;Remote Play Together,Action;Adventure;Indie;RPG,2017-11-20,5,9,Overwhelmingly Positive,593,14,607,25,0,19.99,Trinket Studios,Adult Swim Games
game,The Rebel,452650,0,windows,Single-player;Partial Controller Support,Action;Indie;Early Access,2016-07-15,6,0,6 user reviews,2,4,6,0,0,0.99,Clockwork Game Software,Clockwork Game Software
game,Trillion: God of Destruction,451780,0,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;Strategy,2016-11-07,1,6,Mostly Positive,149,62,211,36,0,8.19,IDEA FACTORY;COMPILE HEART;PREAPP PARTNERS,Idea Factory International
game,End Of The Mine,451800,0,windows;mac,Single-player;Full controller support,Action;Adventure;Indie,2016-10-28,8,0,8 user reviews,5,3,8,62,0,0.79,Skirmish Entertainment,Skirmish Entertainment
game,Out of Ammo,451840,0,windows,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Leaderboards,Action;Indie;Strategy,2016-09-14,1,8,Very Positive,476,93,569,29,0,8.19,RocketWerkz,RocketWerkz
game,Nighttime Terror VR: Dessert Defender,451870,0,windows,Single-player;VR Support,Casual;Indie,2016-04-04,9,0,9 user reviews,6,3,9,0,0,4.99,Mark Schramm,Mark Schramm
game,Catch a Falling Star,451880,0,windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Indie,2016-03-30,20,6,Mostly Positive,79,26,105,45,0,0.79,Alister Software,Back To Basics Gaming
game,WizardCraft,451900,0,windows,Single-player;Includes level editor,Indie;RPG;Strategy,2016-05-27,19,5,Mixed,12,7,19,0,0,2.39,David Mccue,David Mccue
game,Thorne - Death Merchants,451920,0,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,2016-03-25,20,5,Mixed,44,22,66,22,0,3.29,Thorne Games,Aldorlea Games
game,qrth-phyl,451930,0,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie,2018-07-19,13,7,Positive,12,1,13,14,0,3.99,Verran,Verran
game,Return Home,451940,0,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie,2019-08-30,2,0,2 user reviews,2,0,2,16,0,3.99,Verran,Verran
game,EEP Train Simulator Mission,451950,0,windows,Single-player,Simulation;Strategy,2017-04-05,8,0,8 user reviews,1,7,8,0,0,19.99,Trend Redaktions- und Verlagsgesellschaft mbH,Trend Redaktions- und Verlagsgesellschaft mbH
game,The Secret of Pineview Forest,451960,0,windows,Single-player,Action;Adventure;Indie,2016-10-31,2,0,2 user reviews,1,1,2,0,0,0.0,VIS-Games,United Independent Entertainment GmbH
game,The Body VR: Journey Inside a Cell,451980,0,windows,Single-player,Casual;Simulation,2016-10-03,9,0,9 user reviews,9,0,9,0,0,0.0,The Body VR LLC,The Body VR LLC
game,Cranks and Goggles,451990,0,windows;mac,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support;Steam Leaderboards,Casual;Indie;Racing;Sports,2016-12-21,20,6,Mostly Positive,73,21,94,20,0,1.0,Play Native Entertainment,Play Native Entertainment
game,Military Life: Tank Simulator,452000,0,windows,Single-player,Action;Simulation,2016-06-01,13,5,Mixed,6,7,13,0,0,4.99,United Independent Entertainment GmbH,United Independent Entertainment GmbH
game,Caveblazers,452060,0,windows,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Remote Play Together,Action;Adventure;Indie,2017-05-24,3,8,Very Positive,1007,147,1154,21,0,9.99,Deadpan Games,The Yogscast
