type,name,steam_appid,required_age,package_groups,platforms,categories,genres,release_date,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews,achievements,discount,price,developer,publisher
game,Khan: Absolute Power,451130,0,[],windows,Multi-player;MMO;PvP;Online PvP;In-App Purchases;Valve Anti-Cheat enabled,Action;Adventure;Free to Play;Massively Multiplayer;RPG,2016-03-18,2,0,2 user reviews,1,1,2,0,0,0.0,Mirinae,Khanatic Network Gaming
game,Drawn®: Dark Flight™ Collector's Edition,451140,0,"[{'name': 'default', 'title': ""Buy Drawn®: Dark Flight™ Collector's Edition"", 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 97004, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': ""Drawn: Dark Flight Collector's Edition - 9,99€"", 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows,Single-player,Casual;Simulation;Strategy,2016-03-08,20,6,Mostly Positive,15,5,20,0,0,9.99,Big Fish Studios,Big Fish Games
game,Candlelight,451200,0,"[{'name': 'default', 'title': 'Buy Candlelight', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 97025, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Candlelight - 12,49€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1249}]}]",windows,Single-player;Full controller support;Remote Play on TV,Action;Adventure;Indie,2016-03-15,8,0,8 user reviews,8,0,8,0,0,12.49,Pixel Maverick Games,Pixel Maverick Games
game,Rocket Shooter,451210,0,"[{'name': 'default', 'title': 'Buy Rocket Shooter', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 97028, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Rocket Shooter - 6,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 699}]}]",windows,Single-player;Multi-player;Steam Achievements,Action;Sports,2016-03-31,3,0,3 user reviews,1,2,3,2,0,6.99,VLLADGET,VLLADGET
game,Gold Rush: The Game,451340,0,"[{'name': 'default', 'title': 'Buy Gold Rush: The Game', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 97074, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Gold Rush: The Game - 19,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1999}]}]",windows,Single-player;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Indie;Simulation,2017-10-13,12,5,Mixed,3316,1535,4851,42,0,19.99,Code Horizon,Code Horizon;PlayWay S.A.
game,Tropical Fish Shop 2,451350,0,"[{'name': 'default', 'title': 'Buy Tropical Fish Shop 2', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 97077, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Tropical Fish Shop 2 - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player;Steam Trading Cards,Casual,2016-03-09,6,0,6 user reviews,3,3,6,0,0,3.99,Rainbow Games,Rainbow Games
game,Meridian: Squad 22,451400,0,"[{'name': 'default', 'title': 'Buy Meridian: Squad 22', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 97095, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Meridian Squad 22 - 14,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1499}]}]",windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,2016-08-11,20,5,Mixed,18,17,35,70,0,14.99,Elder Games,Headup
game,Safety Driving Simulator: Car,450590,0,"[{'name': 'default', 'title': 'Buy Safety Driving Simulator: Car', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96800, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Safety Driving Simulator: Car - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows,Single-player,Casual;Simulation,2016-05-04,1,4,Mostly Negative,11,18,29,0,0,4.99,United Independent Entertainment GmbH,United Independent Entertainment GmbH
game,Safety Driving Simulator: Motorbike,450600,0,"[{'name': 'default', 'title': 'Buy Safety Driving Simulator: Motorbike', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96803, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Safety Driving Simulator: Motorbike - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows,Single-player,Casual;Simulation,2016-05-04,1,5,Mixed,8,11,19,0,0,4.99,United Independent Entertainment GmbH,United Independent Entertainment GmbH
game,Woeful Woebots,450630,0,"[{'name': 'default', 'title': 'Buy Woeful Woebots', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96818, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Woeful Woebots - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}, {'name': 'subscriptions', 'title': 'Buy Woeful Woebots Subscription Plan', 'description': 'To be billed on a recurring basis.', 'selection_text': 'Starting at 14,99€ / month', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'true', 'subs': [{'packageid': 182529, 'percent_savings_text': ' Intro Offer', 'percent_savings': 0, 'option_text': '14,99€ for a month, then 19,99€ / month', 'option_description': '<p class=""game_purchase_subscription"">14,99€ at checkout, auto-renewed every 1 month(s) at 19,99€.</p>', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1499}]}]",windows,Single-player;Steam Trading Cards;VR Support;Steam Leaderboards,Action;Casual;Indie,2018-08-31,9,0,9 user reviews,7,2,9,0,0,9.99,Hello Bard AS,Hello Bard AS
game,Polyology,450650,0,"[{'name': 'default', 'title': 'Buy Polyology', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96863, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Polyology - 0,89€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 89}]}]",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie,2016-03-28,7,0,7 user reviews,7,0,7,9,0,0.89,Gridlock Interactive,Gridlock Interactive
game,Table Top Racing: World Tour,450670,0,"[{'name': 'default', 'title': 'Buy Table Top Racing: World Tour', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96879, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Table Top Racing: World Tour - 3,29€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 329}]}]",windows,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support;Steam Cloud;Stats;Remote Play on TV,Action;Indie;Racing,2016-05-25,1,6,Mostly Positive,96,31,127,36,0,3.29,Playrise Digital Ltd.,Playrise Digital Ltd.
game,The Spatials: Galactology,450700,0,"[{'name': 'default', 'title': 'Buy The Spatials: Galactology', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96833, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'The Spatials: Galactology - 10,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1079}]}]",windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;Simulation;Strategy,2018-04-18,1,6,Mostly Positive,92,36,128,18,0,10.79,Weird and Wry,Weird and Wry
game,Mind Unleashed,450740,0,"[{'name': 'default', 'title': 'Buy Mind Unleashed', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96845, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Mind Unleashed - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]",windows,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,2016-05-05,17,5,Mixed,7,10,17,0,0,2.99,Frost Earth Studio,IV Productions
game,Danmaku Unlimited 3,450950,0,"[{'name': 'default', 'title': 'Buy Danmaku Unlimited 3', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96944, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Danmaku Unlimited 3 - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,2017-03-09,20,8,Very Positive,83,6,89,24,0,9.99,Doragon Entertainment,Doragon Entertainment
game,Ember Kaboom,451000,0,"[{'name': 'default', 'title': 'Buy Ember Kaboom', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96957, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Ember Kaboom - 2,39€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 239}]}]",windows;mac,Single-player;Full controller support,Action;Indie,2016-06-03,9,0,9 user reviews,8,1,9,0,0,2.39,Josh Koenig (Slashandz),Josh Koenig (Slashandz)
game,Kittypocalypse,451010,0,"[{'name': 'default', 'title': 'Buy Kittypocalypse', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96960, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Kittypocalypse - 14,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1499}]}]",windows,Single-player;Steam Achievements;Full controller support;VR Support,Action;Casual;Indie;Strategy,2016-08-15,20,8,Very Positive,122,20,142,26,0,14.99,Bolverk Games,Bolverk Games
game,Battle Chasers: Nightwar,451020,0,"[{'name': 'default', 'title': 'Buy Battle Chasers: Nightwar', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96963, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Battle Chasers: Nightwar - 29,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 2999}]}, {'name': 'subscriptions', 'title': 'Buy Battle Chasers: Nightwar Subscription Plan', 'description': 'To be billed on a recurring basis.', 'selection_text': 'Starting at 29,99€ / month', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'true', 'subs': [{'packageid': 241396, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': '29,99€ for a month, then 22,49€ / month', 'option_description': '<p class=""game_purchase_subscription"">29,99€ at checkout, auto-renewed every 1 month(s) at 22,49€.</p>', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 2999}]}]",windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV,Indie;RPG,2017-10-03,2,8,Very Positive,1699,252,1951,48,0,29.99,Airship Syndicate,THQ Nordic
game,Amigdala,450110,0,"[{'name': 'default', 'title': 'Buy Amigdala', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96638, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Amigdala - 5,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 599}]}]",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud,Action;Adventure;Indie,2016-03-28,12,7,Positive,10,2,12,15,0,5.99,GuidiGermano,GuidiGermano
game,Capitalism Plus,450120,0,"[{'name': 'default', 'title': 'Buy Capitalism Plus', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96654, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Capitalism Plus - 5,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 599}]}]",windows,Single-player;Multi-player,Simulation;Strategy,2016-03-22,20,7,Positive,40,8,48,0,0,5.99,Enlight Software Limited,Enlight Software Limited;Retroism
game,Seven Kingdoms: Ancient Adversaries,450140,0,"[{'name': 'default', 'title': 'Buy Seven Kingdoms: Ancient Adversaries', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96660, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Seven Kingdoms: Ancient Adversaries - 5,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 599}]}]",windows,Single-player,Strategy,2016-03-22,1,8,Very Positive,62,1,63,0,0,5.99,Enlight Software Limited,Enlight Software Limited;Retroism
game,Campgrounds: The Endorus Expedition Collector's Edition,450150,0,"[{'name': 'default', 'title': ""Buy Campgrounds: The Endorus Expedition Collector's Edition"", 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96666, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': ""Campgrounds: The Endorus Expedition Collector's Edition - 9,99€"", 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows,Single-player,Casual;Simulation;Strategy,2016-03-03,1,0,1 user reviews,1,0,1,0,0,9.99,Jumb-O-Fun,Big Fish Games
game,BOOR,450170,0,"[{'name': 'default', 'title': 'Buy BOOR', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96669, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'BOOR - 0,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 99}]}]",windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Casual;Indie,2017-02-14,20,6,Mostly Positive,54,19,73,12,0,0.99,DazlogStudio,BadLand Publishing
game,MAZE LORD,450190,0,"[{'name': 'default', 'title': 'Buy MAZE LORD', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96672, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Maze Lord - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy,2016-06-17,20,5,Mixed,31,14,45,15,0,4.99,Jetdogs Studios,Jetdogs Studios
game,Overload Playable Teaser 3.0,450220,0,[],windows;mac;linux,Single-player;Full controller support,Action,2016-03-07,20,7,Positive,19,1,20,0,0,0.0,"Revival Productions, LLC","Revival Productions, LLC"
game,Aegis of Earth: Protonovus Assault,450250,0,"[{'name': 'default', 'title': 'Buy Aegis of Earth: Protonovus Assault', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96694, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Aegis of Earth: Protonovus Assault - 19,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1999}]}]",windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on TV,Strategy,2016-07-18,1,7,Positive,16,4,20,32,0,19.99,Acquire,Aksys Games
game,Assault on Arnhem,450290,0,"[{'name': 'default', 'title': 'Buy Assault on Arnhem', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96709, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Assault on Arnhem - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows;mac,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Strategy,2016-03-11,16,4,Mostly Negative,6,10,16,13,0,9.99,Bookmark Games;HexWar Games,HexWar Games
game,The Lab,450390,0,"[{'name': 'default', 'title': 'Buy The Lab', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 224571, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'The Lab - Commercial License (Free) - Free', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': True, 'price_in_cents_with_discount': 0}]}]",windows,Single-player;VR Support;SteamVR Collectibles;Steam Leaderboards,Free to Play,2016-04-05,2,8,Very Positive,112,3,115,0,0,0.0,Valve,Valve
game,Creepy Castle,450440,0,"[{'name': 'default', 'title': 'Buy Creepy Castle', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96757, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Creepy Castle - 8,19€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 819}]}]",windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie;RPG,2016-10-31,20,8,Very Positive,99,14,113,29,0,8.19,Dopterra,"Nicalis, Inc."
game,Ace of Seafood,450500,0,"[{'name': 'default', 'title': 'Buy Ace of Seafood', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96773, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Ace of Seafood - 11,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1199}]}]",windows,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Remote Play Together,Action;Indie,2016-04-08,2,8,Very Positive,219,17,236,11,0,11.99,Calappa Games,PLAYISM
game,"Hot Dogs, Horseshoes & Hand Grenades",450540,0,"[{'name': 'default', 'title': 'Buy Hot Dogs, Horseshoes & Hand Grenades', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96785, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Hot Dogs, Horseshoes & Hand Grenades - 19,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1999}]}]",windows,Single-player;VR Support,Action;Indie;Simulation;Early Access,2016-04-05,20,9,Overwhelmingly Positive,9995,307,10302,1,0,19.99,RUST LTD.,RUST LTD.
game,Fatal Fight,449690,0,"[{'name': 'default', 'title': 'Buy Fatal Fight', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96471, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Fatal Fight - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]",windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,2016-06-10,20,5,Mixed,11,9,20,48,0,2.99,Fighting Games,Fighting Games
game,Ariel,449700,0,"[{'name': 'default', 'title': 'Buy Ariel', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96474, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Ariel - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows;mac,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie;Simulation;Early Access,2017-07-11,6,0,6 user reviews,5,1,6,40,0,9.99,Nuclear Fiction,Nuclear Fiction
game,REDCON,449710,0,"[{'name': 'default', 'title': 'Buy REDCON', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96478, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'REDCON - 5,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 599}]}]",windows;mac;linux,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Simulation;Strategy,2016-04-22,5,6,Mostly Positive,181,61,242,5,0,5.99,Hexage,Hexage
game,Ahnayro: The Dream World,449730,0,"[{'name': 'default', 'title': 'Buy Ahnayro: The Dream World', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96484, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Ahnayro - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;Strategy,2016-12-01,1,8,Very Positive,103,13,116,11,0,3.99,Alice & Smith,Alice & Smith
game,Tenrow,449760,0,"[{'name': 'default', 'title': 'Buy Tenrow', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96490, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Tenrow - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]",windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,2016-04-08,20,5,Mixed,20,9,29,4,0,2.99,Cleverweek,Cleverweek
game,Legend of Moros,449770,0,"[{'name': 'default', 'title': 'Buy Legend of Moros', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96493, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Legend of Moros - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows,Single-player,Indie;RPG;Strategy,2016-03-03,1,0,1 user reviews,1,0,1,0,0,4.99,Cannibal Interactive,Cannibal Interactive
game,Attack on Titan / A.O.T. Wings of Freedom,449800,18,"[{'name': 'default', 'title': 'Buy Attack on Titan / A.O.T. Wings of Freedom', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96499, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Attack on Titan / A.O.T. Wings of Freedom - 59,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 5999}]}]",windows,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support,Action,2016-08-26,5,8,Very Positive,1520,328,1848,43,0,59.99,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
game,Daughter of Shadows: An SCP Breach Event,449820,0,"[{'name': 'default', 'title': 'Buy Daughter of Shadows: An SCP Breach Event', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96505, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Daughter of Shadows: An SCP Breach Event - 0,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 99}]}]",windows,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,2016-04-04,20,5,Mixed,21,27,48,61,0,0.99,Blackrose Industries,Blackrose Industries
game,Book of Demons,449960,0,"[{'name': 'default', 'title': 'Buy Book of Demons', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 328865, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Book of Demons - 22,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 2299}, {'packageid': 210347, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Return 2 Games Supporter Pack - 62,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 6299}]}]",windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards;Remote Play on TV,Action;Adventure;Casual;Indie;RPG,2018-12-13,1,8,Very Positive,3553,388,3941,202,0,22.99,Thing Trunk,Thing Trunk
game,DAMAGE CONTROL,450020,0,"[{'name': 'default', 'title': 'Buy DAMAGE CONTROL', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96581, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'DAMAGE CONTROL - 0,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 99}]}]",windows,Single-player;Steam Trading Cards,Action;Indie;Simulation;Early Access,2016-04-05,1,0,1 user reviews,0,1,1,0,0,0.99,Ross Edgar,Ross Edgar
game,Stealth Labyrinth,450040,0,"[{'name': 'default', 'title': 'Buy Stealth Labyrinth', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96587, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Stealth Labyrinth - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]",windows,Single-player;Full controller support;Steam Trading Cards,Action;Indie,2016-04-29,10,4,Mostly Negative,2,8,10,0,0,2.99,Reddoll Srl,IV Production
game,Yon Paradox,450050,0,"[{'name': 'default', 'title': 'Buy Yon Paradox', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 96590, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Yon Paradox - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]",windows,Single-player;Steam Trading Cards;Partial Controller Support,Casual;Indie,2016-05-06,20,5,Mixed,12,17,29,0,0,2.99,Digital Mantis,IV Productions
